SMI,Natoms,atoms,coords(Ang),S1_SCSPBEQIDH(eV),T1_SCSPBEQIDH(eV),f01_SCSPBEQIDH(au),S1_ADC2(eV),T1_ADC2(eV),f01_ADC2(au)
'OCC1=CCCO1',15,"['O','C','C','C','C','C','O','H','H','H','H','H','H','H','H']","[[2.405582,-0.296608,0.592639],[1.694621,0.378733,-0.42765],[0.23271,0.251917,-0.190028],[-0.664643,1.18542,0.101636],[-2.028871,0.550696,0.147053],[-1.647863,-0.938741,0.107724],[-0.282847,-0.9991,-0.333138],[3.26108,-0.555781,0.251415],[1.920412,-0.048699,-1.411785],[1.950771,1.44335,-0.448531],[-0.45331,2.233492,0.23793],[-2.63948,0.848082,-0.711241],[-2.591496,0.79627,1.048652],[-2.249504,-1.532203,-0.578618],[-1.696081,-1.386989,1.103755]]",6.471,4.191,0.332113755,6.104538,4.259579,0.193163
'FCC1=CCCO1',14,"['F','C','C','C','C','C','O','H','H','H','H','H','H','H']","[[2.424112,-0.312519,0.557686],[1.709066,0.3433,-0.431349],[0.248805,0.236029,-0.191761],[-0.632071,1.18796,0.090229],[-2.005909,0.575016,0.138646],[-1.65082,-0.921423,0.111887],[-0.283091,-1.008228,-0.321432],[1.972635,-0.117321,-1.386834],[2.008116,1.392362,-0.431777],[-0.404233,2.234041,0.215353],[-2.609145,0.876966,-0.722816],[-2.564618,0.838787,1.037311],[-2.257752,-1.508646,-0.574683],[-1.711701,-1.362983,1.10983]]",6.495,4.114,0.323647120,6.096961,4.184078,0.188387
'CCC1=COCO1',15,"['C','C','C','C','O','C','O','H','H','H','H','H','H','H','H']","[[2.508745,-0.376595,0.484247],[1.644205,0.473494,-0.446464],[0.192098,0.306718,-0.209138],[-0.769968,1.142648,0.151223],[-1.9923,0.500638,0.174323],[-1.645927,-0.867442,0.134988],[-0.354163,-0.94503,-0.433177],[3.566978,-0.234907,0.261187],[2.275075,-1.435119,0.368842],[2.337971,-0.10323,1.526656],[1.857858,0.209474,-1.486876],[1.88584,1.53157,-0.331033],[-0.754477,2.196607,0.363028],[-2.357554,-1.414905,-0.481613],[-1.6149,-1.2673,1.161502]]",6.372,4.073,0.286399649,5.956605,4.096728,0.168504
'NCC1=COCO1',14,"['N','C','C','C','O','C','O','H','H','H','H','H','H','H']","[[-2.427058,-0.357363,-0.539],[-1.663081,0.474414,0.38746],[-0.208576,0.310482,0.172825],[0.764306,1.145844,-0.152476],[1.98354,0.501166,-0.137886],[1.633561,-0.867067,-0.12283],[0.32556,-0.94526,0.409944],[-3.41359,-0.304029,-0.323991],[-2.149974,-1.325006,-0.435661],[-1.875442,0.256773,1.444935],[-1.912883,1.522511,0.2144],[0.756328,2.199047,-0.368114],[2.326335,-1.42155,0.508485],[1.628578,-1.255493,-1.153389]]",6.353,4.054,0.276704578,5.940844,4.076215,0.169361
'OCC1=COCO1',13,"['O','C','C','C','O','C','O','H','H','H','H','H','H']","[[-2.383996,-0.326818,-0.591557],[-1.675708,0.354571,0.427865],[-0.222858,0.240226,0.195595],[0.69961,1.141738,-0.10614],[1.947654,0.567857,-0.133662],[1.672533,-0.822148,-0.157283],[0.380015,-0.98813,0.385331],[-3.263808,-0.527686,-0.271565],[-1.90389,-0.071962,1.412215],[-1.935897,1.418935,0.448843],[0.629149,2.200777,-0.279481],[2.4039,-1.354487,0.448924],[1.679697,-1.175159,-1.200061]]",6.145,3.945,0.283071448,5.743602,3.956321,0.176118
'FCC1=COCO1',12,"['F','C','C','C','O','C','O','H','H','H','H','H']","[[-2.409886,-0.320947,-0.569432],[-1.689201,0.302141,0.440471],[-0.239851,0.216,0.201887],[0.661805,1.144172,-0.085565],[1.917886,0.601579,-0.12814],[1.681085,-0.797807,-0.164736],[0.389187,-1.002255,0.367763],[-1.952823,-0.193107,1.378245],[-1.993568,1.349339,0.479853],[0.566289,2.205062,-0.23586],[2.422551,-1.313594,0.443136],[1.706912,-1.140798,-1.209819]]",6.131,3.865,0.265667771,5.702379,3.876296,0.164527
'CNC1=NCCO1',15,"['C','N','C','N','C','C','O','H','H','H','H','H','H','H','H']","[[-2.518447,0.373196,0.133974],[-1.506663,-0.61286,-0.181098],[-0.180232,-0.353166,-0.05814],[0.741267,-1.216308,0.093866],[1.997534,-0.481045,0.028747],[1.575032,1.000532,0.057959],[0.15711,0.954551,-0.156896],[-3.483697,0.001017,-0.206309],[-2.306505,1.299895,-0.394834],[-2.584189,0.592264,1.205217],[-1.726573,-1.574622,0.009881],[2.53848,-0.732322,-0.888631],[2.643314,-0.737154,0.870259],[2.019463,1.607079,-0.729538],[1.757269,1.474498,1.0245]]",6.644,5.418,0.003336763,6.394279,5.550319,0.003376
'NNC1=NCCO1',14,"['N','N','C','N','C','C','O','H','H','H','H','H','H','H']","[[-2.513687,0.330869,0.138489],[-1.53087,-0.615894,-0.168266],[-0.19884,-0.352456,-0.049027],[0.719645,-1.216753,0.096122],[1.976148,-0.481614,0.012294],[1.554177,0.999783,0.055264],[0.13212,0.955237,-0.148238],[-2.586046,0.988178,-0.625559],[-2.267792,0.845525,0.975744],[-1.78706,-1.564385,0.042315],[2.500093,-0.72996,-0.915415],[2.635267,-0.742111,0.841651],[1.990346,1.612135,-0.732004],[1.743704,1.466894,1.023572]]",6.731,5.388,0.017653458,6.451661,5.508586,0.018367
'ONC1=NCCO1',13,"['O','N','C','N','C','C','O','H','H','H','H','H','H']","[[-2.406454,0.363156,0.34195],[-1.553923,-0.544476,-0.303885],[-0.212246,-0.305444,-0.083433],[0.653675,-1.207464,0.119698],[1.945688,-0.528504,0.050221],[1.581829,0.967097,0.074593],[0.173094,0.97516,-0.213486],[-2.785116,0.876494,-0.375093],[-1.798322,-1.480068,-0.010578],[2.468649,-0.811539,-0.867681],[2.576011,-0.813189,0.892762],[2.086131,1.564787,-0.682101],[1.729629,1.421689,1.05601]]",6.901,5.170,0.209292633,6.675487,5.276796,0.165405
'CCC1=NOCO1',14,"['C','C','C','N','O','C','O','H','H','H','H','H','H','H']","[[-2.476878,0.396627,0.468985],[-1.611852,-0.473259,-0.441676],[-0.160317,-0.287417,-0.202394],[0.651542,-1.183741,0.183294],[1.92301,-0.566028,0.198063],[1.686631,0.816723,0.11944],[0.381885,0.932315,-0.426465],[-3.532427,0.232695,0.252413],[-2.259248,1.454601,0.322746],[-2.302362,0.152104,1.517507],[-1.811654,-0.231555,-1.489014],[-1.831609,-1.530439,-0.299093],[2.413988,1.283848,-0.544174],[1.697857,1.278591,1.117641]]",6.593,4.584,0.166929340,6.007862,4.512173,0.107089
'NCC1=NOCO1',13,"['N','C','C','N','O','C','O','H','H','H','H','H','H']","[[-2.391813,-0.419689,-0.477162],[-1.629038,0.508813,0.343974],[-0.171724,0.301165,0.145646],[0.671461,1.189913,-0.18061],[1.931053,0.549248,-0.131272],[1.663107,-0.829158,-0.110943],[0.334004,-0.930605,0.381424],[-3.379614,-0.221892,-0.404907],[-2.244629,-1.371616,-0.169865],[-1.829041,0.426858,1.422405],[-1.850971,1.531431,0.042643],[2.352996,-1.33416,0.564174],[1.69919,-1.256248,-1.123321]]",6.591,4.577,0.131745753,6.002205,4.507218,0.099764
'OCC1=NOCO1',12,"['O','C','C','N','O','C','O','H','H','H','H','H']","[[-2.527423,0.412438,-0.047171],[-1.618414,-0.643546,0.048937],[-0.201166,-0.190077,-0.013672],[0.170253,1.019878,0.038293],[1.573669,0.992858,-0.096018],[1.958691,-0.344923,0.111086],[0.77837,-1.106219,-0.124458],[-2.096402,1.220346,0.245558],[-1.794565,-1.338229,-0.776804],[-1.749197,-1.208898,0.981451],[2.284745,-0.508092,1.147635],[2.732045,-0.625611,-0.602825]]",6.654,4.671,0.105416167,6.075076,4.603547,0.087067
'FCC1=NOCO1',11,"['F','C','C','N','O','C','O','H','H','H','H']","[[-2.366617,-0.404782,-0.499197],[-1.662696,0.380209,0.387905],[-0.202963,0.229793,0.167565],[0.576851,1.181937,-0.140527],[1.867217,0.628654,-0.129534],[1.695874,-0.771322,-0.126581],[0.376563,-0.970717,0.362248],[-1.919205,0.061269,1.401046],[-1.935272,1.424705,0.240874],[2.419122,-1.233485,0.543809],[1.765416,-1.178585,-1.144306]]",6.320,4.321,0.152287230,5.751335,4.253281,0.100773
'CNC1=NOCO1',13,"['C','N','C','N','O','C','O','H','H','H','H','H','H']","[[-2.484885,0.401914,0.199623],[-1.496435,-0.56255,-0.249689],[-0.173815,-0.31947,-0.090653],[0.725382,-1.194425,0.170788],[1.953877,-0.486458,-0.021244],[1.616647,0.852302,0.14652],[0.260817,0.939751,-0.291821],[-3.460504,0.097234,-0.174718],[-2.253015,1.380028,-0.215698],[-2.532817,0.484022,1.290564],[-1.723368,-1.532135,-0.103804],[2.249017,1.481534,-0.477167],[1.652821,1.153327,1.204706]]",6.499,4.844,0.010428763,6.163176,4.805848,0.012192
'NNC1=NOCO1',12,"['N','N','C','N','O','C','O','H','H','H','H','H']","[[-2.480536,0.356316,0.216289],[-1.522056,-0.554972,-0.252938],[-0.194106,-0.314118,-0.086792],[0.69847,-1.193108,0.175199],[1.92855,-0.494541,-0.027399],[1.601613,0.847955,0.13897],[0.24171,0.942532,-0.290531],[-2.563704,1.113536,-0.446796],[-2.212232,0.736838,1.116417],[-1.78299,-1.516787,-0.114122],[2.233813,1.470736,-0.490938],[1.646844,1.151071,1.195967]]",6.627,4.769,0.199327299,6.110394,4.723096,0.171924
'ONC1=NOCO1',11,"['O','N','C','N','O','C','O','H','H','H','H']","[[-2.366916,-0.376221,0.402225],[-1.5436,0.476566,-0.355939],[-0.207389,0.267549,-0.11628],[0.63233,1.184262,0.169507],[1.894487,0.549911,0.019912],[1.624245,-0.816609,0.148432],[0.285324,-0.961411,-0.323464],[-2.788644,-0.932903,-0.256751],[-1.797046,1.432823,-0.144323],[1.655856,-1.137039,1.199548],[2.304428,-1.392548,-0.475745]]",6.461,4.572,0.191661155,5.941159,4.516285,0.154144
'COC1=NOCO1',12,"['C','O','C','N','O','C','O','H','H','H','H','H']","[[2.405115,0.378142,0.145238],[1.465495,-0.654938,-0.152322],[0.191265,-0.354211,-0.064925],[-0.733293,-1.208182,0.134871],[-1.931213,-0.456769,-0.048461],[-1.561703,0.875303,0.140489],[-0.191079,0.925147,-0.252382],[3.381706,-0.091107,0.070006],[2.252765,0.756781,1.15719],[2.326223,1.194219,-0.572024],[-1.624597,1.168715,1.199105],[-2.156726,1.525736,-0.497855]]",6.681,4.912,0.001850544,6.284496,4.874022,0.041063
'C=CC1=CCCC1',17,"['C','C','C','C','C','C','C','H','H','H','H','H','H','H','H','H','H']","[[2.729404,-0.336042,0.013415],[1.763001,0.575159,-0.055723],[0.338531,0.284973,-0.011953],[-0.633858,1.198147,-0.015319],[-1.9996,0.588445,0.102404],[-1.733321,-0.906106,-0.162538],[-0.231135,-1.108308,0.106129],[3.773064,-0.051897,-0.019273],[2.510934,-1.393228,0.107778],[2.030087,1.624314,-0.146232],[-0.464589,2.267668,-0.05301],[-2.719282,1.016914,-0.598445],[-2.405132,0.757944,1.106396],[-1.945097,-1.128252,-1.209815],[-2.361408,-1.560297,0.441385],[0.225588,-1.807524,-0.597429],[-0.042294,-1.503253,1.110153]]",6.120,3.390,0.945486554,6.009226,3.559478,0.688049
'O=CC1=CCCC1',15,"['O','C','C','C','C','C','C','H','H','H','H','H','H','H','H']","[[2.653664,-0.381303,0.008061],[1.811305,0.479185,-0.049391],[0.370604,0.226926,-0.003338],[-0.548429,1.192833,-0.016322],[-1.939064,0.644556,0.093861],[-1.740695,-0.863592,-0.164498],[-0.250471,-1.138522,0.118535],[2.096084,1.547518,-0.144384],[-0.324011,2.252219,-0.062274],[-2.633867,1.110786,-0.607119],[-2.332175,0.841299,1.097589],[-1.955304,-1.078399,-1.212632],[-2.405427,-1.48246,0.43646],[0.191949,-1.857256,-0.571278],[-0.086061,-1.53159,1.126064]]",3.933,3.500,0.000460735,3.801126,3.441526,0.000286
'N#CC1=CCCC1',14,"['N','C','C','C','C','C','C','H','H','H','H','H','H','H']","[[-3.016648,0.002831,-0.038725],[-1.868123,-0.040989,-0.017552],[-0.443494,-0.056379,0.008308],[0.30888,-1.154002,-0.01799],[1.76815,-0.824414,0.079657],[1.80656,0.696416,-0.168579],[0.383378,1.202863,0.131562],[-0.078839,-2.162774,-0.06353],[2.37227,-1.38527,-0.635313],[2.138249,-1.088422,1.076225],[2.041378,0.883725,-1.217225],[2.562758,1.200504,0.43097],[0.05699,1.983532,-0.555998],[0.291626,1.607915,1.143513]]",6.621,3.885,0.402707003,6.561040,4.102931,0.373684
'O=CC1=CNCC1',14,"['O','C','C','C','N','C','C','H','H','H','H','H','H','H']","[[2.651226,-0.385696,0.017382],[1.790056,0.467747,0.037431],[0.376739,0.211722,0.005207],[-0.579873,1.161429,-0.016425],[-1.834328,0.644357,-0.123041],[-1.772389,-0.80069,0.130778],[-0.286917,-1.140317,-0.108367],[2.065748,1.543003,0.091548],[-0.435106,2.233667,0.007013],[-2.627515,1.174605,0.19043],[-2.448042,-1.340461,-0.531179],[-2.059184,-1.012396,1.1663],[-0.127781,-1.560795,-1.104879],[0.096667,-1.861906,0.611263]]",4.168,3.247,0.001470681,4.001320,3.373263,0.001659
'N#CC1=CNCC1',13,"['N','C','C','C','N','C','C','H','H','H','H','H','H']","[[3.007094,0.012539,0.044012],[1.855933,-0.024086,0.023819],[0.4452,-0.031281,0.009789],[-0.33661,-1.122629,-0.019272],[-1.665992,-0.814238,-0.139498],[-1.830038,0.614445,0.152054],[-0.432031,1.198596,-0.1225],[-0.015828,-2.15433,0.0002],[-2.342102,-1.45845,0.232599],[-2.104548,0.758034,1.202856],[-2.60454,1.055213,-0.473346],[-0.172607,1.992099,0.576678],[-0.362811,1.609058,-1.133922]]",5.472,3.458,0.413767743,5.170956,3.586478,0.348212
'C=CC1=COCC1',15,"['C','C','C','C','O','C','C','H','H','H','H','H','H','H','H']","[[-2.71009,-0.354987,0.002472],[-1.740403,0.558114,0.017793],[-0.326975,0.265133,0.005091],[0.668957,1.151574,-0.005605],[1.915108,0.637388,-0.033114],[1.785108,-0.796394,0.051189],[0.283193,-1.114526,-0.041732],[-3.75253,-0.066635,0.010653],[-2.493095,-1.416616,-0.019169],[-2.007661,1.610906,0.03979],[0.618486,2.231252,-0.004454],[2.215225,-1.109059,1.004043],[2.371048,-1.229526,-0.758281],[-0.05303,-1.741816,0.786357],[0.021957,-1.631102,-0.96928]]",5.615,3.233,0.790391938,5.273197,3.335272,0.543009
'O=CC1=COCC1',13,"['O','C','C','C','O','C','C','H','H','H','H','H','H']","[[-2.632707,-0.401498,0.0],[-1.784017,0.460536,5e-06],[-0.363175,0.20551,1e-06],[0.587585,1.147073,-3e-06],[1.841872,0.699845,-5e-06],[1.791765,-0.751948,3e-06],[0.303016,-1.145305,-3e-06],[-2.067674,1.533372,1.4e-05],[0.478091,2.223256,-4e-06],[2.32606,-1.089697,0.886875],[2.326072,-1.089708,-0.886857],[0.026537,-1.729601,0.878336],[0.026542,-1.729594,-0.878348]]",4.153,3.540,0.000319856,4.017468,3.663461,0.000156
'N#CC1=COCC1',12,"['N','C','C','C','O','C','C','H','H','H','H','H']","[[-2.993555,0.029321,0.015514],[-1.843458,-0.010812,0.008385],[-0.431041,-0.022377,0.000595],[0.342,-1.110562,-0.007377],[1.655747,-0.875002,-0.026205],[1.849388,0.557041,0.05171],[0.454546,1.202757,-0.044144],[0.0496,-2.150401,-0.007842],[2.514137,0.84089,-0.7617],[2.33934,0.764837,1.002982],[0.316261,1.75984,-0.972415],[0.260964,1.883321,0.784999]]",6.022,3.725,0.373483116,5.657903,3.851263,0.333467
'C=CC1=CCNC1',16,"['C','C','C','C','C','N','C','H','H','H','H','H','H','H','H','H']","[[2.710524,-0.324361,0.003802],[1.74774,0.591944,-0.045009],[0.324895,0.299066,-0.017018],[-0.666615,1.186944,-0.025924],[-2.000335,0.507458,0.079131],[-1.700898,-0.92646,-0.034845],[-0.248773,-1.093962,0.095528],[3.755282,-0.043444,-0.016289],[2.488995,-1.383234,0.069114],[2.016952,1.642288,-0.106812],[-0.543386,2.262007,-0.050828],[-2.704198,0.827096,-0.694435],[-2.471963,0.735045,1.043743],[-1.994462,-1.256286,-0.940609],[0.140786,-1.770373,-0.670209],[0.013665,-1.53041,1.067178]]",5.642,3.409,0.047837289,5.326773,3.579144,0.033365
'O=CC1=CCNC1',14,"['O','C','C','C','C','N','C','H','H','H','H','H','H','H']","[[2.636748,-0.369174,0.004261],[1.798062,0.495165,-0.045042],[0.358388,0.240358,-0.011091],[-0.580635,1.182664,-0.025094],[-1.943331,0.563048,0.078116],[-1.711548,-0.880521,-0.044496],[-0.269649,-1.124625,0.105847],[2.085271,1.563551,-0.123428],[-0.401016,2.249997,-0.057908],[-2.632883,0.926836,-0.68783],[-2.392948,0.814003,1.047592],[-2.012676,-1.193293,-0.953929],[0.102862,-1.821782,-0.646488],[-0.038764,-1.561929,1.082959]]",3.916,3.481,0.000376577,3.788077,3.429852,0.000231
'N#CC1=CCNC1',13,"['N','C','C','C','C','N','C','H','H','H','H','H','H']","[[-3.003738,-0.008371,-0.037704],[-1.855404,-0.057826,-0.020871],[-0.433634,-0.072309,-0.002548],[0.342185,-1.150162,-0.028635],[1.784988,-0.742512,0.077022],[1.780324,0.716072,-0.074748],[0.408604,1.18263,0.131474],[-0.002214,-2.173993,-0.065537],[2.417798,-1.217777,-0.675259],[2.181476,-1.037836,1.0564],[2.07315,0.952211,-1.010461],[0.135771,1.955443,-0.588585],[0.277476,1.609112,1.131949]]",5.686,3.908,0.082969324,5.234891,4.126744,0.011567
'C=CC1=CCOC1',15,"['C','C','C','C','C','O','C','H','H','H','H','H','H','H','H']","[[-2.696202,-0.315123,-0.0],[-1.73417,0.602773,-0.0],[-0.312869,0.305175,-0.0],[0.692063,1.174752,-0.0],[1.999164,0.454232,0.0],[1.661707,-0.922288,0.0],[0.255589,-1.086672,0.0],[-3.740912,-0.033734,-0.0],[-2.47523,-1.376177,0.0],[-2.000491,1.655245,-0.0],[0.602339,2.252355,-0.0],[2.604229,0.689023,0.884976],[2.60423,0.689023,-0.884976],[-0.054638,-1.654128,0.886251],[-0.054638,-1.654129,-0.886251]]",6.075,3.424,0.926424195,5.551120,3.590312,0.186161
'O=CC1=CCOC1',13,"['O','C','C','C','C','O','C','H','H','H','H','H','H']","[[-2.623922,-0.359192,-9e-06],[-1.786332,0.506473,-1e-06],[-0.346859,0.245563,-0.0],[0.605899,1.170789,-1e-06],[1.944512,0.511941,4e-06],[1.675096,-0.876679,-0.0],[0.27488,-1.11902,5e-06],[-2.070162,1.577995,8e-06],[0.458073,2.242498,-3e-06],[2.533597,0.784364,0.884865],[2.533605,0.784367,-0.884852],[-0.00855,-1.698362,0.884593],[-0.008554,-1.698371,-0.884577]]",3.925,3.479,0.000364374,3.802740,3.434754,0.000217
'N#CC1=CCOC1',12,"['N','C','C','C','C','O','C','H','H','H','H','H']","[[2.992121,0.024391,-2e-06],[1.843816,0.064618,1e-06],[0.422405,0.074996,1e-06],[-0.365268,1.141604,0.0],[-1.791756,0.702241,0.0],[-1.746555,-0.712903,-1e-06],[-0.412485,-1.179711,0.0],[-0.046177,2.17336,0.0],[-2.329342,1.062105,-0.885513],[-2.329342,1.062104,0.885514],[-0.223911,-1.793786,-0.887288],[-0.223912,-1.793786,0.887289]]",6.292,3.926,0.384446196,5.483157,4.114394,0.068884
'C=CC1=NNCC1',15,"['C','C','C','N','N','C','C','H','H','H','H','H','H','H','H']","[[2.684111,0.344384,0.017661],[1.716703,-0.567283,0.056181],[0.301424,-0.261448,-0.003318],[-0.579522,-1.191152,-0.013955],[-1.82746,-0.63473,-0.179994],[-1.769176,0.786082,0.178472],[-0.309398,1.114418,-0.1318],[3.726284,0.058203,0.063886],[2.469291,1.403511,-0.064355],[1.955979,-1.622333,0.13217],[-2.527832,-1.188707,0.28686],[-1.977888,0.937966,1.244845],[-2.482308,1.364799,-0.406053],[0.123267,1.844819,0.550196],[-0.179901,1.486,-1.153084]]",5.183,3.119,0.618632104,4.771380,3.196976,0.381648
'O=CC1=NNCC1',13,"['O','C','C','N','N','C','C','H','H','H','H','H','H']","[[2.609026,0.390891,0.029888],[1.767639,-0.474521,0.042325],[0.336858,-0.204044,-0.012998],[-0.500361,-1.179681,-0.014897],[-1.749702,-0.691942,-0.144235],[-1.780018,0.743601,0.16087],[-0.32843,1.141797,-0.129736],[2.028566,-1.547496,0.103248],[-2.455165,-1.299642,0.236999],[-2.033512,0.911801,1.21377],[-2.508545,1.256873,-0.463491],[0.074692,1.87643,0.563593],[-0.204101,1.535262,-1.142067]]",3.959,3.122,0.001051512,3.835352,3.200787,0.002571
'N#CC1=NNCC1',12,"['N','C','C','N','N','C','C','H','H','H','H','H']","[[2.970569,0.018669,0.061331],[1.824098,-0.050829,0.024016],[0.402381,-0.047978,-0.014834],[-0.272611,-1.13709,-0.019977],[-1.586955,-0.835725,-0.152577],[-1.822951,0.573156,0.179833],[-0.456947,1.188842,-0.137147],[-2.180792,-1.537147,0.25805],[-2.067884,0.690684,1.241652],[-2.632638,0.983655,-0.419632],[-0.167276,1.984826,0.545278],[-0.407917,1.57786,-1.157994]]",5.297,3.303,0.361822893,4.864739,3.391135,0.267965
'C=CC1=NOCC1',14,"['C','C','C','N','O','C','C','H','H','H','H','H','H','H']","[[-2.664421,-0.367916,-0.010651],[-1.710903,0.557059,-0.029631],[-0.29155,0.255648,0.000571],[0.568861,1.197889,0.005978],[1.841025,0.688002,0.061087],[1.792758,-0.741758,-0.099718],[0.326566,-1.113488,0.080657],[-3.710615,-0.093742,-0.028454],[-2.435082,-1.426547,0.024579],[-1.959944,1.611382,-0.064816],[2.458027,-1.182097,0.640912],[2.156718,-0.983774,-1.101216],[0.109104,-1.571163,1.048594],[-0.043131,-1.78057,-0.697517]]",5.670,3.328,0.586232358,5.031829,3.348812,0.332530
'O=CC1=NOCC1',12,"['O','C','C','N','O','C','C','H','H','H','H','H']","[[2.587916,0.416231,3e-06],[1.766017,-0.463401,-1e-06],[0.322829,-0.199214,0.0],[-0.487166,-1.185088,1e-06],[-1.767113,-0.753679,0.0],[-1.805864,0.698336,-1e-06],[-0.343899,1.142158,-1e-06],[2.041385,-1.5328,-7e-06],[-2.35329,1.008963,0.889002],[-2.353291,1.008961,-0.889004],[-0.062784,1.721401,0.87931],[-0.062784,1.721398,-0.879315]]",3.957,3.502,0.000257639,3.858038,3.477359,0.000205
'N#CC1=NOCC1',11,"['N','C','C','N','O','C','C','H','H','H','H']","[[-2.95699,0.041326,-0.024483],[-1.811608,-0.036065,-0.011038],[-0.387453,-0.041533,0.005088],[0.25884,-1.140907,0.008585],[1.590222,-0.898265,0.038827],[1.844078,0.522614,-0.076174],[0.476669,1.18768,0.061947],[2.298504,0.699437,-1.051756],[2.546945,0.794146,0.708549],[0.251573,1.883394,-0.744938],[0.338131,1.710032,1.009876]]",6.006,3.643,0.052386685,5.205006,3.647515,0.217270
'C=CC1=NCCN1',15,"['C','C','C','N','C','C','N','H','H','H','H','H','H','H','H']","[[2.658913,0.339923,-0.094169],[1.704896,-0.557623,0.113451],[0.268576,-0.287544,0.026777],[-0.59924,-1.223202,0.025684],[-1.903706,-0.583112,-0.133946],[-1.661201,0.915707,0.128339],[-0.221871,1.006329,-0.108931],[3.704201,0.070267,-0.020689],[2.437472,1.364941,-0.367698],[1.945435,-1.586465,0.350603],[-2.636838,-1.022163,0.542615],[-2.256064,-0.753365,-1.156243],[-1.910774,1.185417,1.160469],[-2.220481,1.563816,-0.545577],[0.279963,1.731559,0.376544]]",5.252,3.689,0.150054439,5.043411,3.802867,0.084799
'O=CC1=NCCN1',13,"['O','C','C','N','C','C','N','H','H','H','H','H','H']","[[-2.558726,0.405508,0.026807],[-1.76056,-0.491827,0.020924],[-0.293068,-0.260977,-0.038557],[0.535678,-1.225982,0.04783],[1.864843,-0.612166,-0.049291],[1.637459,0.905759,0.128769],[0.217355,1.001067,-0.196376],[-2.048197,-1.555219,0.077229],[2.2759,-0.840083,-1.037411],[2.539381,-1.035724,0.693576],[2.246416,1.50865,-0.543393],[1.83122,1.224299,1.15885],[-0.338196,1.783681,0.10545]]",3.962,3.448,0.000199660,3.884372,3.455901,0.000195
'N#CC1=NCCN1',12,"['N','C','C','N','C','C','N','H','H','H','H','H']","[[2.949571,0.01644,0.037174],[1.806354,-0.061512,0.002578],[0.365387,-0.101838,-0.025498],[-0.296435,-1.182263,0.053779],[-1.704664,-0.78472,-0.05383],[-1.724839,0.748253,0.123354],[-0.333687,1.077408,-0.189433],[-2.304513,-1.309507,0.68789],[-2.066537,-1.077853,-1.043191],[-1.974662,1.032253,1.150495],[-2.412529,1.246682,-0.557522],[0.068666,1.92623,0.172059]]",5.540,3.874,0.061608937,5.361010,4.025315,0.080126
'C=CC1=CCCO1',15,"['C','C','C','C','C','C','O','H','H','H','H','H','H','H','H']","[[-2.647979,-0.37432,-0.013377],[-1.720399,0.574804,0.02509],[-0.29048,0.322501,0.004019],[0.712928,1.199371,0.035551],[2.01641,0.459805,-0.076441],[1.536815,-0.991186,0.095822],[0.112422,-0.976159,-0.078028],[-3.700951,-0.125956,0.001089],[-2.376359,-1.420886,-0.061272],[-2.001008,1.620837,0.072109],[0.600118,2.270634,0.0768],[2.741024,0.737833,0.690457],[2.490484,0.62789,-1.048584],[1.747234,-1.363473,1.101962],[1.956316,-1.683462,-0.632321]]",5.517,3.262,0.693445060,5.179337,3.367718,0.309712
