SMI,Natoms,atoms,coords(Ang),S1_SCSPBEQIDH(eV),T1_SCSPBEQIDH(eV),f01_SCSPBEQIDH(au),S1_ADC2(eV),T1_ADC2(eV),f01_ADC2(au)
'NCC1=CCCC1',18,"['N','C','C','C','C','C','C','H','H','H','H','H','H','H','H','H','H','H']","[[-2.541629,-0.254993,-0.533665],[-1.719357,0.443387,0.456056],[-0.26313,0.249534,0.181894],[0.644681,1.194195,-0.027136],[2.012723,0.630932,-0.294755],[1.863831,-0.845117,0.123497],[0.351212,-1.126118,0.083541],[-3.522745,-0.109821,-0.336325],[-2.379148,-1.252651,-0.483767],[-1.924691,0.113894,1.487389],[-1.95681,1.507769,0.407238],[0.428502,2.255482,-0.051437],[2.802431,1.142609,0.259474],[2.262492,0.728424,-1.357111],[2.224774,-0.96648,1.146491],[2.437561,-1.524168,-0.506793],[0.026657,-1.790316,0.889947],[0.052617,-1.600668,-0.858034]]",6.746,4.475,0.050618475,6.499265,4.674270,0.000741
'OCC1=CCCC1',17,"['O','C','C','C','C','C','C','H','H','H','H','H','H','H','H','H','H']","[[-2.449544,-0.382929,-0.524603],[-1.73718,0.474496,0.353913],[-0.275512,0.25623,0.169048],[0.633962,1.190069,-0.080251],[2.030383,0.633965,-0.108787],[1.790361,-0.886951,-0.184284],[0.359677,-1.100644,0.341546],[-3.378359,-0.353141,-0.29447],[-2.002706,0.25098,1.397228],[-1.981799,1.525892,0.16256],[0.413054,2.242851,-0.210395],[2.571659,0.916156,0.801314],[2.619116,1.006718,-0.94947],[2.535037,-1.460366,0.367211],[1.83954,-1.205688,-1.226909],[0.349792,-1.383254,1.401136],[-0.17912,-1.879704,-0.198484]]",7.295,4.451,0.455017877,6.988336,4.647911,0.055552
'FCC1=CCCC1',16,"['F','C','C','C','C','C','C','H','H','H','H','H','H','H','H','H']","[[-2.47617,-0.361095,-0.513238],[-1.751385,0.44096,0.364768],[-0.292014,0.238549,0.175333],[0.601061,1.190172,-0.067673],[2.005304,0.656333,-0.102408],[1.789897,-0.867511,-0.192463],[0.364391,-1.109899,0.335992],[-2.060485,0.157459,1.376079],[-2.035778,1.478962,0.180652],[0.362648,2.240384,-0.186887],[2.540799,0.939549,0.810479],[2.586762,1.048141,-0.939164],[2.544876,-1.433978,0.351571],[1.841367,-1.17519,-1.23816],[0.36174,-1.401533,1.392742],[-0.159924,-1.895562,-0.209464]]",7.433,4.430,0.472673999,7.343128,4.628982,0.358758
'COC1=CCCC1',17,"['C','O','C','C','C','C','C','H','H','H','H','H','H','H','H','H','H']","[[2.538451,0.30482,0.168899],[1.580586,-0.674693,-0.164616],[0.276343,-0.330732,-0.0596],[-0.711953,-1.210228,0.06968],[-2.052773,-0.538711,-0.006632],[-1.704994,0.954933,0.162526],[-0.221577,1.08445,-0.219928],[3.51252,-0.162821,0.040728],[2.433847,0.629838,1.208997],[2.474914,1.177129,-0.488103],[-0.568535,-2.279148,0.142209],[-2.749858,-0.883445,0.760214],[-2.532449,-0.72978,-0.973462],[-1.827469,1.234639,1.210111],[-2.347088,1.60885,-0.426759],[0.304049,1.803796,0.410512],[-0.085596,1.411297,-1.257192]]",6.719,4.358,0.056341760,6.465809,4.479667,0.030436
'CCC1=COCC1',17,"['C','C','C','C','O','C','C','H','H','H','H','H','H','H','H','H','H']","[[2.600581,0.286626,-0.488782],[1.686369,-0.405093,0.523271],[0.235907,-0.213832,0.233063],[-0.667672,-1.140056,-0.05472],[-1.925695,-0.685405,-0.303954],[-1.920593,0.716486,0.01249],[-0.44783,1.1319,0.148059],[3.650608,0.118885,-0.244126],[2.431328,1.365204,-0.501672],[2.419192,-0.092363,-1.496227],[1.912255,-0.019608,1.52384],[1.908615,-1.474701,0.54772],[-0.546663,-2.211195,-0.132588],[-2.460888,0.848049,0.95386],[-2.455759,1.241871,-0.777037],[-0.278567,1.748016,1.034094],[-0.095135,1.702902,-0.716514]]",6.546,4.226,0.298931718,6.186193,4.304497,0.186142
'NCC1=COCC1',16,"['N','C','C','C','O','C','C','H','H','H','H','H','H','H','H','H']","[[-2.520351,-0.296708,-0.55948],[-1.708579,0.438904,0.41321],[-0.252239,0.226534,0.188079],[0.669959,1.14323,-0.065664],[1.944812,0.686899,-0.172036],[1.867876,-0.748339,-0.149063],[0.445961,-1.107634,0.312309],[-3.503848,-0.143248,-0.378964],[-2.361328,-1.291758,-0.466928],[-1.949403,0.167654,1.453701],[-1.933008,1.502097,0.30393],[0.55595,2.211428,-0.182708],[2.651538,-1.116557,0.511343],[2.060251,-1.108341,-1.162654],[0.416998,-1.474321,1.344074],[0.008944,-1.881364,-0.322368]]",6.544,4.237,0.259826428,6.199286,4.317533,0.194956
'OCC1=COCC1',15,"['O','C','C','C','O','C','C','H','H','H','H','H','H','H','H']","[[-2.4355,-0.345369,-0.5714],[-1.719396,0.39207,0.411219],[-0.265944,0.203755,0.197896],[0.639435,1.141513,-0.045051],[1.917801,0.707854,-0.156924],[1.863901,-0.732232,-0.157467],[0.448893,-1.121351,0.299176],[-3.361724,-0.358612,-0.327656],[-1.993949,0.037589,1.414844],[-1.964233,1.459667,0.3554],[0.506462,2.209039,-0.149835],[2.655572,-1.095612,0.495721],[2.062423,-1.069266,-1.17751],[0.429023,-1.503204,1.325308],[0.006684,-1.882006,-0.344324]]",6.528,4.217,0.345580363,6.167238,4.296385,0.258854
'FCC1=COCC1',14,"['F','C','C','C','O','C','C','H','H','H','H','H','H','H']","[[-2.466625,-0.305152,-0.570551],[-1.732358,0.329781,0.43491],[-0.282768,0.170904,0.211034],[0.59574,1.138776,-0.021859],[1.879518,0.744773,-0.152282],[1.872781,-0.698158,-0.1658],[0.46784,-1.137048,0.279754],[-2.048278,-0.127667,1.377391],[-2.017778,1.383911,0.436029],[0.431291,2.204277,-0.101832],[2.671354,-1.039603,0.490384],[2.090595,-1.017345,-1.186975],[0.45881,-1.546823,1.294517],[0.050072,-1.894108,-0.38453]]",6.598,4.198,0.346404530,6.206307,4.282121,0.255915
'COC1=COCC1',15,"['C','O','C','C','O','C','C','H','H','H','H','H','H','H','H']","[[2.499487,0.26806,0.349592],[1.587354,-0.515309,-0.390919],[0.278966,-0.249611,-0.153775],[-0.667119,-1.158121,0.04544],[-1.931372,-0.647787,0.103017],[-1.7852,0.779093,0.17666],[-0.360395,1.110717,-0.288972],[3.495211,-0.099683,0.109692],[2.323557,0.16462,1.425538],[2.437139,1.326399,0.0761],[-0.580778,-2.230718,0.118571],[-1.928758,1.077121,1.219335],[-2.566501,1.229786,-0.43242],[0.092893,1.878733,0.339286],[-0.315053,1.457684,-1.326564]]",6.404,4.110,0.181913964,6.025920,4.149660,0.079865
'CCC1=CCNC1',18,"['C','C','C','C','C','N','C','H','H','H','H','H','H','H','H','H','H','H']","[[2.600292,-0.243013,0.505818],[1.692193,0.415303,-0.534291],[0.237808,0.240914,-0.239712],[-0.666752,1.179625,0.000196],[-2.008817,0.5753,0.307342],[-1.8447,-0.859962,0.03116],[-0.407601,-1.119714,-0.114804],[3.650527,-0.070723,0.266412],[2.441789,-1.321995,0.547417],[2.40663,0.162157,1.500637],[1.911361,-0.015497,-1.517522],[1.920789,1.481106,-0.601307],[-0.473531,2.244588,0.023705],[-2.817874,0.999912,-0.293408],[-2.278043,0.741668,1.358023],[-2.310561,-1.084156,-0.834086],[-0.204417,-1.759863,-0.979169],[-0.016501,-1.647963,0.76388]]",6.511,4.529,0.006112102,6.155842,4.726565,0.013319
'NCC1=CCNC1',17,"['N','C','C','C','C','N','C','H','H','H','H','H','H','H','H','H','H']","[[-2.527544,-0.246133,-0.533466],[-1.706796,0.454258,0.455466],[-0.24997,0.258026,0.189291],[0.672719,1.183375,-0.023869],[2.01623,0.55804,-0.277682],[1.822579,-0.873104,0.000712],[0.377728,-1.112614,0.098902],[-3.508264,-0.077571,-0.354405],[-2.386784,-1.245997,-0.469408],[-1.917065,0.133123,1.488358],[-1.941185,1.518729,0.399218],[0.493293,2.249793,-0.068572],[2.809591,0.975338,0.348414],[2.322176,0.714754,-1.319494],[2.255262,-1.098598,0.882683],[0.138192,-1.743272,0.961539],[0.010078,-1.638148,-0.791706]]",6.522,4.524,0.005857721,6.147388,4.722867,0.017811
'OCC1=CCNC1',16,"['O','C','C','C','C','N','C','H','H','H','H','H','H','H','H','H']","[[-2.451874,-0.313125,-0.520861],[-1.717485,0.433626,0.435889],[-0.263461,0.2438,0.178917],[0.651146,1.181836,-0.014018],[2.002247,0.567454,-0.256916],[1.816677,-0.866577,0.007392],[0.370703,-1.121611,0.07516],[-3.373761,-0.320127,-0.262645],[-1.9503,0.080824,1.450697],[-1.968774,1.499466,0.385055],[0.462804,2.247131,-0.050362],[2.785742,0.987101,0.379721],[2.316061,0.736888,-1.294563],[2.232759,-1.091974,0.897534],[0.120408,-1.767994,0.921639],[0.014409,-1.630909,-0.82613]]",6.472,4.489,0.209205075,5.974260,4.684441,0.018499
'FCC1=CCNC1',15,"['F','C','C','C','C','N','C','H','H','H','H','H','H','H','H']","[[-2.480049,-0.28534,-0.512685],[-1.733051,0.387788,0.449458],[-0.280186,0.219186,0.18957],[0.612258,1.179769,0.002207],[1.976218,0.600257,-0.245431],[1.818237,-0.842999,-0.019797],[0.381248,-1.132295,0.077261],[-2.012837,-0.037153,1.418595],[-2.021697,1.440388,0.423223],[0.399823,2.240858,-0.020992],[2.743425,1.022798,0.408952],[2.293384,0.80626,-1.275324],[2.271169,-1.09851,0.843171],[0.160688,-1.779048,0.931807],[0.019894,-1.654777,-0.815075]]",6.213,4.464,0.145395560,5.857999,4.657796,0.021124
'COC1=CCNC1',16,"['C','O','C','C','C','N','C','H','H','H','H','H','H','H','H','H']","[[2.520273,0.293296,0.169067],[1.564063,-0.688872,-0.168721],[0.264679,-0.344319,-0.049198],[-0.742812,-1.197385,0.079227],[-2.047519,-0.457983,0.010203],[-1.679284,0.970421,0.032585],[-0.239187,1.073187,-0.198837],[3.496118,-0.159036,0.006352],[2.434686,0.588173,1.219615],[2.431628,1.181162,-0.463659],[-0.64828,-2.271698,0.136695],[-2.720058,-0.692847,0.839877],[-2.59118,-0.697759,-0.911987],[-1.896734,1.352556,0.939174],[0.223445,1.772995,0.50203],[-0.019743,1.443705,-1.209199]]",6.440,4.425,0.003720525,6.137281,4.548859,0.002783
'CCC1=CCOC1',17,"['C','C','C','C','C','O','C','H','H','H','H','H','H','H','H','H','H']","[[2.587736,-0.259094,0.508316],[1.682166,0.456001,-0.495699],[0.227308,0.258182,-0.22325],[-0.696229,1.166948,0.047187],[-2.027972,0.515575,0.242041],[-1.790618,-0.869611,0.046396],[-0.421388,-1.097632,-0.226944],[3.637677,-0.060211,0.289882],[2.441878,-1.340165,0.478587],[2.38121,0.07897,1.525233],[1.908161,0.088779,-1.502596],[1.90271,1.525257,-0.495985],[-0.538882,2.234704,0.117344],[-2.776363,0.866969,-0.479242],[-2.433977,0.683253,1.247804],[-0.310555,-1.598299,-1.198413],[0.003363,-1.762248,0.536315]]",7.140,4.549,0.467412011,6.428946,4.728176,0.101827
'NCC1=CCOC1',16,"['N','C','C','C','C','O','C','H','H','H','H','H','H','H','H','H']","[[-2.515029,-0.271967,-0.527341],[-1.695128,0.494905,0.410483],[-0.238164,0.273399,0.168917],[0.705474,1.169573,-0.064678],[2.034195,0.498659,-0.205687],[1.77001,-0.882613,-0.015133],[0.387863,-1.091563,0.200472],[-3.492864,-0.051397,-0.396254],[-2.415105,-1.265065,-0.362419],[-1.91159,0.256689,1.463918],[-1.919496,1.553628,0.271866],[0.564693,2.238403,-0.149044],[2.760024,0.84139,0.542108],[2.478072,0.658097,-1.19647],[0.230959,-1.591972,1.166203],[-0.015008,-1.744951,-0.584503]]",6.751,4.547,0.056481839,6.396296,4.726038,0.085427
'OCC1=CCOC1',15,"['O','C','C','C','C','O','C','H','H','H','H','H','H','H','H']","[[-2.436917,-0.342622,-0.507686],[-1.706543,0.480828,0.38543],[-0.252553,0.263168,0.157109],[0.685802,1.168923,-0.060585],[2.020661,0.505317,-0.179759],[1.759378,-0.878524,-0.019533],[0.375176,-1.099605,0.190806],[-3.362087,-0.317778,-0.262386],[-1.946205,0.220092,1.425883],[-1.948685,1.539738,0.240091],[0.538825,2.237108,-0.143567],[2.725309,0.843487,0.590713],[2.487375,0.684796,-1.156465],[0.216606,-1.597752,1.156743],[-0.02609,-1.752315,-0.591271]]",6.918,4.510,0.411506996,6.213232,4.678720,0.085765
'FCC1=CCOC1',14,"['F','C','C','C','C','O','C','H','H','H','H','H','H','H']","[[-2.464937,-0.309361,-0.507511],[-1.723035,0.432095,0.404826],[-0.269812,0.238249,0.170355],[0.645696,1.168281,-0.044447],[1.994605,0.536697,-0.173193],[1.762198,-0.855732,-0.048057],[0.390068,-1.110157,0.194721],[-2.009551,0.085619,1.402636],[-2.003715,1.481157,0.295421],[0.473342,2.233627,-0.114118],[2.686669,0.874766,0.60865],[2.460835,0.74857,-1.142934],[0.262444,-1.607344,1.165768],[-0.008306,-1.777282,-0.576939]]",6.874,4.481,0.393908502,6.130750,4.648197,0.076294
'COC1=CCOC1',15,"['C','O','C','C','C','O','C','H','H','H','H','H','H','H','H']","[[2.50731,0.281301,0.163359],[1.547718,-0.692788,-0.195573],[0.252585,-0.350573,-0.063435],[-0.768139,-1.187178,0.04419],[-2.039633,-0.403348,0.068487],[-1.638674,0.96486,0.03846],[-0.243366,1.071167,-0.110467],[3.480852,-0.156295,-0.044989],[2.445142,0.52637,1.227691],[2.396555,1.195576,-0.426701],[-0.710162,-2.263862,0.083135],[-2.633481,-0.578341,0.97278],[-2.681767,-0.612974,-0.796643],[0.168278,1.69173,0.69462],[0.009696,1.553002,-1.0658]]",6.965,4.469,0.244311459,6.641401,4.589396,0.181161
'CCC1=NNCC1',17,"['C','C','C','N','N','C','C','H','H','H','H','H','H','H','H','H','H']","[[-2.548729,0.326967,0.526435],[-1.673124,-0.463966,-0.4453],[-0.213832,-0.239377,-0.23571],[0.589652,-1.1817,0.058642],[1.891765,-0.686567,0.082931],[1.823767,0.768246,0.254416],[0.492065,1.085055,-0.420241],[-3.605058,0.127777,0.342009],[-2.392241,1.402441,0.423229],[-2.326513,0.051439,1.558696],[-1.930224,-0.181317,-1.472126],[-1.867335,-1.53246,-0.347262],[2.42358,-1.176656,0.785577],[2.679606,1.256101,-0.209442],[1.785841,1.049623,1.315235],[0.614012,1.290322,-1.48962],[-0.03247,1.929065,0.025094]]",6.083,4.150,0.249834648,5.662801,4.189545,0.178081
'NCC1=NNCC1',16,"['N','C','C','N','N','C','C','H','H','H','H','H','H','H','H','H']","[[2.484248,0.39792,-0.467176],[1.677175,-0.556427,0.291656],[0.218874,-0.269845,0.148082],[-0.633541,-1.188048,-0.067316],[-1.915703,-0.647337,-0.00619],[-1.808948,0.801649,-0.213406],[-0.417175,1.084826,0.348005],[3.435304,0.065939,-0.544615],[2.524446,1.291076,0.005731],[1.927567,-0.573463,1.363925],[1.856441,-1.559571,-0.094404],[-2.512492,-1.129203,-0.660896],[-2.60804,1.328925,0.305212],[-1.843595,1.060786,-1.279222],[-0.447997,1.329834,1.415886],[0.103782,1.886723,-0.172874]]",6.065,4.148,0.232515522,5.661525,4.187620,0.165583
'OCC1=NNCC1',15,"['O','C','C','N','N','C','C','H','H','H','H','H','H','H','H']","[[2.496211,0.334914,-0.504066],[1.700935,-0.515783,0.302484],[0.238101,-0.250848,0.158866],[-0.597779,-1.184737,-0.057706],[-1.885342,-0.667875,-0.004134],[-1.807104,0.782388,-0.215069],[-0.422071,1.093777,0.349873],[2.579976,1.185816,-0.073326],[1.990946,-0.426657,1.358082],[1.901437,-1.539272,-0.010863],[-2.478755,-1.168295,-0.647623],[-2.617687,1.294956,0.300094],[-1.844904,1.036795,-1.281777],[-0.461763,1.343701,1.416225],[0.083744,1.904722,-0.172329]]",6.027,4.094,0.241368510,5.611956,4.134684,0.173308
'FCC1=NNCC1',14,"['F','C','C','N','N','C','C','H','H','H','H','H','H','H']","[[2.427256,0.386584,-0.510058],[1.712648,-0.446446,0.344012],[0.255608,-0.21743,0.179398],[-0.545768,-1.180121,-0.049589],[-1.842543,-0.705732,-0.016952],[-1.81338,0.747767,-0.222325],[-0.445883,1.105428,0.359854],[2.038432,-0.210259,1.361911],[1.957544,-1.482619,0.110044],[-2.421835,-1.233441,-0.650766],[-2.647377,1.228665,0.285476],[-1.850259,1.001935,-1.288885],[-0.506144,1.353247,1.425223],[0.048553,1.928275,-0.152326]]",5.917,3.992,0.244840167,5.496647,4.034273,0.179208
'COC1=NNCC1',15,"['C','O','C','N','N','C','C','H','H','H','H','H','H','H','H']","[[2.498073,0.284663,0.186712],[1.528258,-0.605578,-0.328193],[0.243604,-0.29805,-0.087738],[-0.629281,-1.205998,0.045101],[-1.864854,-0.58797,0.308009],[-1.780471,0.801353,-0.160854],[-0.297742,1.106841,0.035721],[2.378336,1.294425,-0.21614],[3.464774,-0.106191,-0.121456],[2.459002,0.323539,1.279154],[-2.589183,-1.122509,-0.147746],[-2.439743,1.448169,0.416071],[-2.037936,0.88901,-1.224448],[-0.088935,1.511946,1.030693],[0.105771,1.795176,-0.705401]]",6.160,4.241,0.100319893,5.755207,4.261386,0.156484
'CCC1=NOCC1',16,"['C','C','C','N','O','C','C','H','H','H','H','H','H','H','H','H']","[[2.56605,0.302569,-0.468147],[1.647191,-0.416582,0.51925],[0.202143,-0.210238,0.214533],[-0.567252,-1.182049,-0.058827],[-1.846282,-0.721933,-0.329582],[-1.928535,0.662594,0.037856],[-0.482923,1.128313,0.133786],[3.611592,0.118894,-0.219682],[2.405538,1.3823,-0.450813],[2.392042,-0.04941,-1.486172],[1.848396,-0.052083,1.531595],[1.84571,-1.488481,0.515214],[-2.440441,0.737077,1.002185],[-2.515728,1.176344,-0.72132],[-0.285181,1.752235,1.005511],[-0.144465,1.672996,-0.751738]]",6.576,4.388,0.048589881,5.791783,4.308062,0.136343
'NCC1=NOCC1',15,"['N','C','C','N','O','C','C','H','H','H','H','H','H','H','H']","[[-2.651642,-0.37655,-0.033275],[-1.651014,0.667891,-0.018501],[-0.214771,0.233682,0.013392],[0.122917,-0.988246,0.024782],[1.502591,-1.105679,0.084688],[2.088143,0.18544,-0.138852],[0.955073,1.176322,0.092903],[-2.509364,-0.975394,-0.836734],[-2.535466,-0.973161,0.776014],[-1.825574,1.317117,0.846482],[-1.794173,1.310052,-0.893811],[2.455092,0.227385,-1.168701],[2.926833,0.29559,0.546371],[0.910839,1.964887,-0.658153],[0.987577,1.652519,1.07683]]",6.667,4.464,0.037714190,5.872562,4.385146,0.123366
'OCC1=NOCC1',14,"['O','C','C','N','O','C','C','H','H','H','H','H','H','H']","[[2.45672,0.370656,-0.516858],[1.707877,-0.337666,0.452818],[0.237917,-0.177211,0.244541],[-0.49883,-1.177659,-0.016693],[-1.810481,-0.780418,-0.166493],[-1.862844,0.657509,-0.214309],[-0.515785,1.119792,0.326431],[2.309834,-0.045369,-1.368468],[1.993659,0.088188,1.416761],[1.951476,-1.403591,0.462282],[-2.71815,0.978478,0.37733],[-2.008646,0.96086,-1.254676],[-0.557615,1.464758,1.36318],[-0.051643,1.90384,-0.269639]]",6.563,4.337,0.022423559,5.743005,4.256254,0.143262
'FCC1=NOCC1',13,"['F','C','C','N','O','C','C','H','H','H','H','H','H']","[[2.418574,0.395276,-0.496358],[1.702454,-0.42434,0.363992],[0.24491,-0.205195,0.174965],[-0.528904,-1.183469,-0.059949],[-1.831443,-0.752567,-0.135401],[-1.850211,0.687594,-0.165297],[-0.465367,1.110767,0.31063],[2.005098,-0.164828,1.382761],[1.956893,-1.46337,0.155762],[-2.666016,1.021657,0.472727],[-2.039464,1.00511,-1.193702],[-0.444692,1.447106,1.350919],[-0.015833,1.888694,-0.304126]]",6.518,4.279,0.023401073,5.714000,4.208553,0.141469
'COC1=NOCC1',14,"['C','O','C','N','O','C','C','H','H','H','H','H','H','H']","[[2.477743,0.337927,0.167015],[1.522651,-0.656667,-0.149636],[0.233384,-0.313818,-0.066277],[-0.652317,-1.21498,0.055898],[-1.910371,-0.615862,-0.010727],[-1.751508,0.794039,0.168164],[-0.31181,1.079912,-0.230321],[3.451091,-0.12952,0.04194],[2.372082,0.674413,1.202107],[2.404511,1.195715,-0.506749],[-1.918257,1.040129,1.222574],[-2.498584,1.297095,-0.442909],[0.168533,1.815669,0.412324],[-0.198248,1.403235,-1.269154]]",6.410,4.338,0.196327902,5.788553,4.251277,0.146948
'CCC1=NCCN1',17,"['C','C','C','N','C','C','N','H','H','H','H','H','H','H','H','H','H']","[[-2.520641,0.339079,0.492775],[-1.646118,-0.497722,-0.440774],[-0.182113,-0.290099,-0.221803],[0.621779,-1.208301,0.140996],[1.953649,-0.602326,0.197592],[1.716962,0.919251,0.137597],[0.384362,0.956449,-0.457245],[-3.574453,0.107101,0.336842],[-2.396462,1.410565,0.320772],[-2.279636,0.133602,1.536896],[-1.88066,-0.257099,-1.481444],[-1.842813,-1.558412,-0.294056],[2.535948,-0.945375,-0.663509],[2.484095,-0.912759,1.097607],[2.447967,1.443404,-0.477363],[1.718633,1.364101,1.139353],[-0.186046,1.768738,-0.293681]]",6.393,4.777,0.038483878,6.174388,4.889325,0.004589
'NCC1=NCCN1',16,"['N','C','C','N','C','C','N','H','H','H','H','H','H','H','H','H']","[[2.461676,0.203409,-0.586061],[1.667059,-0.371823,0.49392],[0.206253,-0.241285,0.196824],[-0.582062,-1.219065,0.010569],[-1.894416,-0.648806,-0.298284],[-1.79302,0.848487,0.059056],[-0.342458,1.032182,0.064912],[3.442255,0.209653,-0.343764],[2.180699,1.15528,-0.777626],[1.858247,0.088916,1.476938],[1.887118,-1.434665,0.5774],[-2.680968,-1.16375,0.25323],[-2.093879,-0.788294,-1.364785],[-2.221314,1.053865,1.046041],[-2.277118,1.496086,-0.671206],[0.029613,1.747791,0.66874]]",6.207,4.738,0.037952325,5.967041,4.836206,0.032440
'OCC1=NCCN1',15,"['O','C','C','N','C','C','N','H','H','H','H','H','H','H','H']","[[-2.444616,0.457792,0.345888],[-1.679706,-0.52888,-0.323221],[-0.206529,-0.30445,-0.164113],[0.624231,-1.217411,0.147201],[1.947266,-0.584504,0.127545],[1.675371,0.933433,0.114496],[0.312017,0.952999,-0.406833],[-2.374754,0.303318,1.28953],[-1.942773,-0.449142,-1.379525],[-1.913358,-1.539789,0.016517],[2.475324,-0.897867,-0.778524],[2.542318,-0.903178,0.982867],[2.361206,1.485466,-0.527033],[1.721995,1.357854,1.124125],[-0.285186,1.738283,-0.205879]]",6.255,4.620,0.051381630,6.025625,4.723421,0.085803
'FCC1=NCCN1',14,"['F','C','C','N','C','C','N','H','H','H','H','H','H','H']","[[-2.407048,0.480321,-0.299013],[-1.676847,-0.583626,0.210176],[-0.212418,-0.310983,0.092446],[0.643181,-1.221691,-0.1403],[1.954924,-0.571058,-0.055694],[1.664048,0.942318,-0.101077],[0.268757,0.960031,0.334007],[-1.926652,-1.486137,-0.345039],[-1.954498,-0.702227,1.260444],[2.60403,-0.904271,-0.864606],[2.429536,-0.853931,0.889001],[1.766339,1.340159,-1.116595],[2.300156,1.520799,0.567443],[-0.317293,1.73443,0.069422]]",6.298,4.597,0.048026808,6.076309,4.712963,0.092322
'CNC1=NCCN1',16,"['C','N','C','N','C','C','N','H','H','H','H','H','H','H','H','H']","[[2.546689,0.328503,0.221843],[1.52939,-0.553995,-0.312515],[0.197877,-0.312857,-0.092224],[-0.687371,-1.227857,-0.00533],[-1.963817,-0.549396,0.192911],[-1.692692,0.941769,-0.099302],[-0.238127,1.002109,0.048299],[2.482445,1.317533,-0.234036],[3.524161,-0.077579,-0.033648],[2.488062,0.448215,1.308965],[1.729856,-1.53733,-0.233878],[-2.298902,-0.691849,1.225785],[-2.735932,-0.961835,-0.458368],[-2.191178,1.614186,0.598466],[-1.995743,1.207719,-1.117493],[0.241648,1.691031,-0.508346]]",6.170,5.135,0.012009622,5.919547,5.235851,0.010464
'NNC1=NCCN1',15,"['N','N','C','N','C','C','N','H','H','H','H','H','H','H','H']","[[2.430173,0.42992,0.1688],[1.545545,-0.591037,-0.203937],[0.20043,-0.320363,-0.09425],[-0.680452,-1.221287,0.113807],[-1.967479,-0.533875,0.01354],[-1.634991,0.967188,0.140361],[-0.245575,0.968457,-0.302672],[3.2038,0.458094,-0.478547],[2.780336,0.298139,1.109949],[1.770674,-1.531012,0.085975],[-2.655967,-0.875255,0.786926],[-2.42884,-0.746594,-0.957589],[-1.724706,1.307962,1.178805],[-2.258292,1.599957,-0.490764],[0.377403,1.708633,-0.024653]]",6.263,5.119,0.018075568,6.032367,5.213431,0.017423
'ONC1=NCCN1',14,"['O','N','C','N','C','C','N','H','H','H','H','H','H','H']","[[-2.422596,0.384398,0.276862],[-1.562815,-0.575793,-0.284015],[-0.217818,-0.308744,-0.053469],[0.659656,-1.230369,-0.016603],[1.94237,-0.544773,0.148132],[1.654109,0.949143,-0.121837],[0.211735,0.988285,0.095295],[-2.990477,0.634671,-0.455085],[-1.803413,-1.488874,0.079859],[2.693478,-0.949403,-0.530689],[2.306298,-0.695157,1.169736],[1.908539,1.225441,-1.15123],[2.179278,1.617486,0.559838],[-0.344934,1.732037,-0.287017]]",6.212,4.969,0.045268717,5.970591,5.041507,0.041251
'COC1=NCCN1',15,"['C','O','C','N','C','C','N','H','H','H','H','H','H','H','H']","[[-2.472806,0.321385,0.05108],[-1.497999,-0.693138,-0.085549],[-0.207237,-0.362147,-0.019444],[0.710386,-1.234612,-0.056673],[1.964906,-0.50649,0.097084],[1.612377,0.983531,-0.104879],[0.172152,0.968944,0.152874],[-3.430455,-0.189598,0.109008],[-2.486136,0.985677,-0.819251],[-2.317583,0.905776,0.960426],[2.711036,-0.855026,-0.617505],[2.365726,-0.680916,1.100752],[1.82369,1.306794,-1.129445],[2.132741,1.64668,0.585194],[-0.376229,1.667719,-0.321242]]",6.305,5.266,0.002638767,6.049989,5.400693,0.002483
'CCC1=CCCO1',17,"['C','C','C','C','C','C','O','H','H','H','H','H','H','H','H','H','H']","[[2.526433,-0.335436,0.506192],[1.662726,0.464977,-0.468181],[0.20569,0.303962,-0.216091],[-0.721727,1.188917,0.132061],[-2.060289,0.502774,0.197829],[-1.630507,-0.969256,0.085055],[-0.270803,-0.965041,-0.37458],[3.585071,-0.20089,0.280494],[2.295919,-1.39886,0.443596],[2.352236,-0.010182,1.533232],[1.873111,0.141969,-1.492075],[1.904638,1.526976,-0.408622],[-0.550576,2.242687,0.280913],[-2.712024,0.80832,-0.626717],[-2.601312,0.690796,1.12654],[-2.222453,-1.549895,-0.620755],[-1.652139,-1.466219,1.058842]]",6.635,4.340,0.024436354,6.352354,4.429307,0.112658
'NCC1=CCCO1',16,"['N','C','C','C','C','C','O','H','H','H','H','H','H','H','H','H']","[[-2.442925,-0.343868,-0.530325],[-1.67992,0.505652,0.379414],[-0.219227,0.325486,0.163252],[0.734786,1.192996,-0.146318],[2.061967,0.481239,-0.149967],[1.599768,-0.982462,-0.067764],[0.225776,-0.952128,0.349885],[-3.42871,-0.29327,-0.312851],[-2.156342,-1.307156,-0.413896],[-1.888196,0.306315,1.441525],[-1.927129,1.550339,0.187002],[0.587249,2.246336,-0.319845],[2.678163,0.770799,0.706998],[2.6493,0.664122,-1.050857],[2.155577,-1.58334,0.65009],[1.640112,-1.467505,-1.046685]]",6.697,4.318,0.310668497,6.347428,4.404702,0.201009
